user_id,assigned_group,personality_type,travel_frequency
47467,A,comfort-oriented,rarely
47468,B,comfort-oriented,weekly
47469,A,efficiency-oriented,weekly
47470,A,comfort-oriented,daily
47471,B,comfort-oriented,weekly
47472,B,comfort-oriented,daily
47473,A,efficiency-oriented,daily
47474,A,comfort-oriented,daily
47475,B,efficiency-oriented,weekly
47476,A,comfort-oriented,weekly
47477,B,neutral,weekly
47478,A,efficiency-oriented,weekly
47479,B,efficiency-oriented,daily
47480,A,efficiency-oriented,daily
47481,A,efficiency-oriented,rarely
47482,B,efficiency-oriented,daily
47483,A,comfort-oriented,weekly
47484,B,efficiency-oriented,daily
47485,A,efficiency-oriented,rarely
47486,A,neutral,daily
47487,B,efficiency-oriented,daily
47488,A,comfort-oriented,rarely
47489,A,efficiency-oriented,weekly
47490,A,efficiency-oriented,rarely
47491,A,comfort-oriented,daily
47492,A,comfort-oriented,daily
47493,A,efficiency-oriented,daily
47494,A,efficiency-oriented,daily
47495,B,neutral,weekly
47496,A,efficiency-oriented,daily
47497,B,efficiency-oriented,weekly
47498,B,efficiency-oriented,daily
47499,A,efficiency-oriented,daily
47500,A,efficiency-oriented,daily
47501,A,comfort-oriented,rarely
47502,B,comfort-oriented,daily
47503,B,efficiency-oriented,daily
47504,B,efficiency-oriented,daily
47505,B,efficiency-oriented,weekly
47506,A,efficiency-oriented,daily
47507,B,efficiency-oriented,daily
47508,A,efficiency-oriented,daily
47509,B,efficiency-oriented,daily
47510,A,comfort-oriented,daily
47511,A,comfort-oriented,rarely
47512,B,comfort-oriented,daily
47513,B,efficiency-oriented,weekly
47514,B,efficiency-oriented,daily
47515,A,efficiency-oriented,daily
47516,B,efficiency-oriented,daily
47517,B,neutral,daily
47518,A,comfort-oriented,daily
47519,A,comfort-oriented,daily
47520,B,efficiency-oriented,daily
47521,B,efficiency-oriented,weekly
47522,B,comfort-oriented,weekly
47523,B,efficiency-oriented,weekly
47524,A,comfort-oriented,daily
47525,B,comfort-oriented,daily
47526,A,neutral,weekly
47527,A,efficiency-oriented,weekly
47528,A,efficiency-oriented,daily
47529,B,comfort-oriented,rarely
47530,A,efficiency-oriented,daily
47531,B,efficiency-oriented,daily
47532,B,efficiency-oriented,daily
47533,B,comfort-oriented,rarely
47534,A,comfort-oriented,daily
47535,A,efficiency-oriented,weekly
47536,A,comfort-oriented,daily
47537,B,comfort-oriented,weekly
47538,A,comfort-oriented,daily
47539,B,efficiency-oriented,daily
47540,B,efficiency-oriented,weekly
47541,B,efficiency-oriented,daily
47542,A,efficiency-oriented,weekly
47543,B,efficiency-oriented,daily
47544,A,comfort-oriented,daily
47545,A,efficiency-oriented,rarely
47546,B,efficiency-oriented,daily
47547,A,efficiency-oriented,weekly
47548,B,efficiency-oriented,daily
47549,A,comfort-oriented,weekly
47550,A,efficiency-oriented,weekly
47551,A,comfort-oriented,daily
47552,B,comfort-oriented,daily
47553,B,neutral,weekly
47554,A,efficiency-oriented,daily
47555,A,efficiency-oriented,daily
47556,B,efficiency-oriented,daily
47557,B,efficiency-oriented,daily
47558,B,comfort-oriented,daily
47559,B,comfort-oriented,daily
47560,A,efficiency-oriented,rarely
47561,B,neutral,daily
47562,B,efficiency-oriented,weekly
47563,A,comfort-oriented,daily
47564,B,comfort-oriented,weekly
47565,B,comfort-oriented,daily
47566,B,efficiency-oriented,rarely
47567,A,comfort-oriented,weekly
47568,A,efficiency-oriented,rarely
47569,A,comfort-oriented,weekly
47570,A,efficiency-oriented,daily
47571,B,neutral,weekly
47572,A,comfort-oriented,daily
47573,B,comfort-oriented,daily
47574,A,efficiency-oriented,weekly
47575,B,comfort-oriented,rarely
47576,A,efficiency-oriented,daily
47577,A,comfort-oriented,weekly
47578,A,neutral,weekly
47579,B,comfort-oriented,daily
47580,B,efficiency-oriented,daily
47581,A,comfort-oriented,daily
47582,A,efficiency-oriented,daily
47583,B,efficiency-oriented,daily
47584,B,comfort-oriented,daily
47585,A,efficiency-oriented,daily
47586,A,efficiency-oriented,weekly
47587,A,efficiency-oriented,weekly
47588,A,neutral,weekly
47589,A,neutral,daily
47590,B,neutral,rarely
47591,B,comfort-oriented,weekly
47592,A,neutral,daily
47593,B,efficiency-oriented,weekly
47594,B,efficiency-oriented,daily
47595,B,comfort-oriented,weekly
47596,B,efficiency-oriented,weekly
47597,B,efficiency-oriented,weekly
47598,B,efficiency-oriented,weekly
47599,B,neutral,daily
47600,A,neutral,weekly
47601,A,efficiency-oriented,weekly
47602,B,comfort-oriented,daily
47603,B,efficiency-oriented,daily
47604,A,efficiency-oriented,weekly
47605,B,neutral,weekly
47606,A,comfort-oriented,daily
47607,A,efficiency-oriented,weekly
47608,B,efficiency-oriented,daily
47609,B,comfort-oriented,daily
47610,B,efficiency-oriented,weekly
47611,A,efficiency-oriented,weekly
47612,B,comfort-oriented,daily
47613,B,comfort-oriented,daily
47614,A,neutral,daily
47615,A,comfort-oriented,daily
47616,A,efficiency-oriented,weekly
47617,B,comfort-oriented,daily
47618,B,efficiency-oriented,daily
47619,B,efficiency-oriented,daily
47620,B,comfort-oriented,daily
47621,B,efficiency-oriented,daily
47622,A,efficiency-oriented,weekly
47623,A,comfort-oriented,weekly
47624,A,efficiency-oriented,rarely
47625,A,efficiency-oriented,rarely
47626,B,efficiency-oriented,daily
47627,A,efficiency-oriented,daily
47628,A,comfort-oriented,daily
47629,A,comfort-oriented,weekly
47630,B,efficiency-oriented,rarely
47631,B,efficiency-oriented,daily
47632,B,efficiency-oriented,daily
47633,B,efficiency-oriented,rarely
47634,B,efficiency-oriented,daily
47635,A,efficiency-oriented,weekly
47636,A,comfort-oriented,daily
47637,A,comfort-oriented,rarely
47638,A,efficiency-oriented,daily
47639,B,comfort-oriented,daily
47640,A,comfort-oriented,daily
47641,B,efficiency-oriented,daily
47642,A,efficiency-oriented,weekly
47643,A,efficiency-oriented,daily
47644,B,comfort-oriented,daily
47645,A,efficiency-oriented,daily
47646,A,efficiency-oriented,weekly
47647,A,efficiency-oriented,weekly
47648,A,efficiency-oriented,rarely
47649,B,comfort-oriented,weekly
47650,B,comfort-oriented,daily
47651,A,comfort-oriented,rarely
47652,B,efficiency-oriented,weekly
47653,B,efficiency-oriented,rarely
47654,A,comfort-oriented,daily
47655,A,efficiency-oriented,daily
47656,B,efficiency-oriented,weekly
47657,B,comfort-oriented,weekly
47658,A,efficiency-oriented,weekly
47659,A,comfort-oriented,daily
47660,A,neutral,daily
47661,A,comfort-oriented,daily
47662,A,comfort-oriented,weekly
47663,B,efficiency-oriented,rarely
47664,B,efficiency-oriented,daily
47665,B,efficiency-oriented,daily
47666,A,efficiency-oriented,daily
47667,A,efficiency-oriented,rarely
47668,A,neutral,daily
47669,B,efficiency-oriented,daily
47670,A,neutral,rarely
47671,A,efficiency-oriented,daily
47672,A,comfort-oriented,weekly
47673,B,comfort-oriented,weekly
47674,B,efficiency-oriented,rarely
47675,A,efficiency-oriented,daily
47676,B,efficiency-oriented,weekly
47677,B,efficiency-oriented,weekly
47678,A,efficiency-oriented,weekly
47679,A,neutral,weekly
47680,B,comfort-oriented,weekly
47681,A,efficiency-oriented,daily
47682,B,comfort-oriented,daily
47683,A,efficiency-oriented,daily
47684,A,comfort-oriented,daily
47685,A,efficiency-oriented,weekly
47686,B,efficiency-oriented,daily
47687,B,comfort-oriented,weekly
47688,A,neutral,daily
47689,A,efficiency-oriented,rarely
47690,A,efficiency-oriented,daily
47691,B,comfort-oriented,weekly
47692,B,efficiency-oriented,daily
47693,A,neutral,daily
47694,B,comfort-oriented,rarely
47695,B,comfort-oriented,weekly
47696,A,comfort-oriented,daily
47697,B,comfort-oriented,daily
47698,A,comfort-oriented,daily
47699,B,efficiency-oriented,daily
47700,A,comfort-oriented,daily
47701,B,comfort-oriented,daily
47702,B,neutral,daily
47703,B,comfort-oriented,daily
47704,A,comfort-oriented,daily
47705,B,neutral,daily
47706,B,comfort-oriented,weekly
47707,B,efficiency-oriented,daily
47708,A,neutral,daily
47709,B,efficiency-oriented,weekly
47710,B,efficiency-oriented,weekly
47711,B,efficiency-oriented,daily
47712,A,comfort-oriented,daily
47713,A,comfort-oriented,daily
47714,A,comfort-oriented,daily
47715,A,comfort-oriented,daily
47716,A,neutral,daily
47717,B,efficiency-oriented,daily
47718,B,comfort-oriented,daily
47719,A,comfort-oriented,weekly
47720,B,efficiency-oriented,daily
47721,B,efficiency-oriented,weekly
47722,B,comfort-oriented,daily
47723,B,comfort-oriented,weekly
47724,B,efficiency-oriented,rarely
47725,A,efficiency-oriented,weekly
47726,B,comfort-oriented,rarely
47727,A,efficiency-oriented,weekly
47728,B,efficiency-oriented,daily
47729,B,comfort-oriented,daily
47730,A,efficiency-oriented,weekly
47731,B,comfort-oriented,daily
47732,A,comfort-oriented,daily
47733,A,comfort-oriented,daily
47734,A,comfort-oriented,daily
47735,B,comfort-oriented,daily
47736,A,efficiency-oriented,rarely
47737,B,efficiency-oriented,daily
47738,B,comfort-oriented,weekly
47739,B,efficiency-oriented,weekly
47740,B,neutral,daily
47741,B,neutral,daily
47742,A,efficiency-oriented,daily
47743,A,comfort-oriented,weekly
47744,B,neutral,rarely
47745,B,comfort-oriented,weekly
47746,A,comfort-oriented,daily
47747,B,comfort-oriented,daily
47748,A,efficiency-oriented,daily
47749,B,efficiency-oriented,weekly
47750,B,efficiency-oriented,daily
47751,B,efficiency-oriented,daily
47752,B,efficiency-oriented,daily
47753,B,efficiency-oriented,daily
47754,B,efficiency-oriented,weekly
47755,B,efficiency-oriented,rarely
47756,A,comfort-oriented,daily
47757,A,efficiency-oriented,daily
47758,B,efficiency-oriented,weekly
47759,A,comfort-oriented,daily
47760,A,efficiency-oriented,daily
47761,B,efficiency-oriented,daily
47762,B,efficiency-oriented,daily
47763,A,comfort-oriented,daily
47764,A,efficiency-oriented,weekly
47765,B,comfort-oriented,daily
47766,B,efficiency-oriented,weekly
47767,B,efficiency-oriented,daily
47768,A,efficiency-oriented,weekly
47769,B,neutral,daily
47770,B,efficiency-oriented,weekly
47771,B,comfort-oriented,daily
47772,A,efficiency-oriented,daily
47773,A,comfort-oriented,daily
47774,B,efficiency-oriented,daily
47775,B,efficiency-oriented,daily
47776,B,efficiency-oriented,daily
47777,B,efficiency-oriented,daily
47778,B,efficiency-oriented,weekly
47779,A,neutral,daily
47780,B,efficiency-oriented,weekly
47781,B,efficiency-oriented,weekly
47782,B,comfort-oriented,daily
47783,B,efficiency-oriented,daily
47784,A,efficiency-oriented,rarely
47785,A,neutral,rarely
47786,A,efficiency-oriented,daily
47787,B,efficiency-oriented,rarely
47788,B,neutral,daily
47789,A,comfort-oriented,daily
47790,A,comfort-oriented,weekly
47791,B,comfort-oriented,weekly
47792,A,efficiency-oriented,daily
47793,A,efficiency-oriented,weekly
47794,B,comfort-oriented,daily
47795,A,comfort-oriented,daily
47796,B,comfort-oriented,daily
47797,A,neutral,rarely
47798,B,efficiency-oriented,weekly
47799,B,efficiency-oriented,daily
47800,A,efficiency-oriented,daily
47801,B,efficiency-oriented,daily
47802,A,efficiency-oriented,weekly
47803,B,efficiency-oriented,daily
47804,B,efficiency-oriented,daily
47805,B,efficiency-oriented,weekly
47806,A,comfort-oriented,daily
47807,A,efficiency-oriented,weekly
47808,B,efficiency-oriented,daily
47809,A,efficiency-oriented,daily
47810,B,efficiency-oriented,daily
47811,A,efficiency-oriented,daily
47812,A,comfort-oriented,daily
47813,A,efficiency-oriented,daily
47814,B,comfort-oriented,daily
47815,B,comfort-oriented,weekly
47816,A,efficiency-oriented,weekly
47817,A,comfort-oriented,daily
47818,A,efficiency-oriented,weekly
47819,A,comfort-oriented,weekly
47820,B,efficiency-oriented,weekly
47821,B,comfort-oriented,daily
47822,B,comfort-oriented,daily
47823,B,efficiency-oriented,daily
47824,B,comfort-oriented,rarely
47825,B,neutral,daily
47826,B,comfort-oriented,daily
47827,B,comfort-oriented,weekly
47828,A,efficiency-oriented,daily
47829,B,comfort-oriented,daily
47830,B,comfort-oriented,weekly
47831,B,efficiency-oriented,daily
47832,B,efficiency-oriented,rarely
47833,A,efficiency-oriented,daily
47834,A,comfort-oriented,daily
47835,B,comfort-oriented,daily
47836,B,efficiency-oriented,rarely
47837,B,efficiency-oriented,daily
47838,A,efficiency-oriented,daily
47839,A,efficiency-oriented,daily
47840,A,efficiency-oriented,daily
47841,B,neutral,daily
47842,B,comfort-oriented,rarely
47843,B,neutral,daily
47844,B,efficiency-oriented,daily
47845,B,efficiency-oriented,daily
47846,A,neutral,weekly
47847,A,comfort-oriented,daily
47848,B,comfort-oriented,daily
47849,A,efficiency-oriented,weekly
47850,B,efficiency-oriented,weekly
47851,B,efficiency-oriented,rarely
47852,A,efficiency-oriented,daily
47853,A,efficiency-oriented,daily
47854,A,efficiency-oriented,rarely
47855,B,efficiency-oriented,daily
47856,A,efficiency-oriented,weekly
47857,A,comfort-oriented,daily
47858,B,neutral,daily
47859,A,efficiency-oriented,rarely
47860,A,neutral,daily
47861,A,comfort-oriented,daily
47862,A,efficiency-oriented,daily
47863,B,efficiency-oriented,daily
47864,B,neutral,weekly
47865,A,efficiency-oriented,weekly
47866,B,efficiency-oriented,weekly
47867,A,efficiency-oriented,weekly
47868,B,comfort-oriented,daily
47869,B,comfort-oriented,daily
47870,B,efficiency-oriented,weekly
47871,A,comfort-oriented,daily
47872,A,comfort-oriented,daily
47873,B,comfort-oriented,daily
47874,A,efficiency-oriented,weekly
47875,B,efficiency-oriented,daily
47876,A,comfort-oriented,weekly
47877,A,efficiency-oriented,daily
47878,B,comfort-oriented,daily
47879,B,efficiency-oriented,weekly
47880,B,efficiency-oriented,daily
47881,A,efficiency-oriented,weekly
47882,A,comfort-oriented,daily
47883,B,efficiency-oriented,daily
47884,B,comfort-oriented,daily
47885,B,comfort-oriented,daily
47886,B,efficiency-oriented,daily
47887,A,comfort-oriented,daily
47888,B,neutral,daily
47889,B,efficiency-oriented,daily
47890,B,comfort-oriented,rarely
47891,A,efficiency-oriented,weekly
47892,B,efficiency-oriented,daily
47893,B,efficiency-oriented,daily
47894,B,comfort-oriented,weekly
47895,A,efficiency-oriented,rarely
47896,A,efficiency-oriented,daily
47897,B,neutral,rarely
47898,B,efficiency-oriented,weekly
47899,A,efficiency-oriented,weekly
47900,A,efficiency-oriented,weekly
47901,B,comfort-oriented,daily
47902,B,efficiency-oriented,daily
47903,A,efficiency-oriented,daily
47904,A,neutral,daily
47905,B,efficiency-oriented,daily
47906,A,comfort-oriented,weekly
47907,A,efficiency-oriented,daily
47908,B,efficiency-oriented,rarely
47909,A,comfort-oriented,daily
47910,A,comfort-oriented,daily
47911,A,comfort-oriented,daily
47912,B,comfort-oriented,rarely
47913,A,efficiency-oriented,daily
47914,A,comfort-oriented,daily
47915,A,efficiency-oriented,weekly
47916,A,neutral,daily
47917,B,efficiency-oriented,daily
47918,B,efficiency-oriented,daily
47919,B,efficiency-oriented,rarely
47920,A,comfort-oriented,weekly
47921,A,efficiency-oriented,weekly
47922,A,efficiency-oriented,daily
47923,A,efficiency-oriented,daily
47924,A,neutral,daily
47925,A,efficiency-oriented,daily
47926,B,comfort-oriented,daily
47927,B,comfort-oriented,daily
47928,B,comfort-oriented,rarely
47929,A,efficiency-oriented,daily
47930,B,comfort-oriented,weekly
47931,A,efficiency-oriented,weekly
47932,A,neutral,daily
47933,A,comfort-oriented,daily
47934,A,efficiency-oriented,weekly
47935,A,comfort-oriented,daily
47936,A,efficiency-oriented,daily
47937,A,efficiency-oriented,daily
47938,B,efficiency-oriented,daily
47939,A,comfort-oriented,weekly
47940,A,comfort-oriented,weekly
47941,A,neutral,daily
47942,A,efficiency-oriented,daily
47943,B,comfort-oriented,weekly
47944,A,efficiency-oriented,weekly
47945,B,comfort-oriented,weekly
47946,B,efficiency-oriented,daily
47947,B,efficiency-oriented,weekly
47948,A,efficiency-oriented,daily
47949,A,efficiency-oriented,rarely
47950,B,comfort-oriented,weekly
47951,B,comfort-oriented,daily
47952,B,efficiency-oriented,weekly
47953,B,efficiency-oriented,daily
47954,B,efficiency-oriented,daily
47955,A,neutral,daily
47956,B,efficiency-oriented,rarely
47957,B,efficiency-oriented,daily
47958,B,comfort-oriented,daily
47959,B,comfort-oriented,weekly
47960,B,comfort-oriented,weekly
47961,B,efficiency-oriented,daily
47962,A,efficiency-oriented,daily
47963,A,comfort-oriented,daily
47964,B,comfort-oriented,daily
47965,B,efficiency-oriented,daily
47966,B,efficiency-oriented,weekly
47967,A,comfort-oriented,daily
47968,A,efficiency-oriented,weekly
47969,A,efficiency-oriented,weekly
47970,A,comfort-oriented,weekly
47971,A,efficiency-oriented,daily
47972,A,efficiency-oriented,rarely
47973,A,efficiency-oriented,daily
47974,B,efficiency-oriented,rarely
47975,B,efficiency-oriented,daily
47976,A,efficiency-oriented,daily
47977,A,neutral,weekly
47978,B,efficiency-oriented,rarely
47979,B,comfort-oriented,weekly
47980,A,comfort-oriented,daily
47981,A,efficiency-oriented,weekly
47982,A,comfort-oriented,weekly
47983,A,efficiency-oriented,daily
47984,A,efficiency-oriented,daily
47985,A,efficiency-oriented,daily
47986,B,efficiency-oriented,weekly
47987,A,efficiency-oriented,daily
47988,B,neutral,daily
47989,A,efficiency-oriented,weekly
47990,B,comfort-oriented,rarely
47991,B,efficiency-oriented,daily
47992,B,comfort-oriented,daily
47993,A,efficiency-oriented,daily
47994,A,efficiency-oriented,weekly
47995,A,efficiency-oriented,daily
47996,B,comfort-oriented,daily
47997,A,efficiency-oriented,daily
47998,B,efficiency-oriented,daily
47999,A,comfort-oriented,daily
48000,A,efficiency-oriented,weekly
48001,B,comfort-oriented,daily
48002,A,comfort-oriented,daily
48003,A,efficiency-oriented,daily
48004,B,efficiency-oriented,daily
48005,B,efficiency-oriented,weekly
48006,A,comfort-oriented,daily
48007,A,efficiency-oriented,rarely
48008,B,efficiency-oriented,daily
48009,B,comfort-oriented,daily
48010,A,comfort-oriented,weekly
48011,B,efficiency-oriented,daily
48012,B,comfort-oriented,weekly
48013,A,neutral,daily
48014,A,efficiency-oriented,weekly
48015,B,comfort-oriented,weekly
48016,A,neutral,daily
48017,A,efficiency-oriented,daily
48018,A,efficiency-oriented,daily
48019,A,efficiency-oriented,rarely
48020,A,efficiency-oriented,weekly
48021,B,neutral,rarely
48022,B,comfort-oriented,daily
48023,A,comfort-oriented,daily
48024,A,efficiency-oriented,daily
48025,B,efficiency-oriented,rarely
48026,B,neutral,weekly
48027,B,efficiency-oriented,daily
48028,B,neutral,weekly
48029,B,comfort-oriented,daily
48030,A,efficiency-oriented,daily
48031,A,efficiency-oriented,daily
48032,A,comfort-oriented,daily
48033,A,efficiency-oriented,daily
48034,B,comfort-oriented,weekly
48035,B,comfort-oriented,daily
48036,B,comfort-oriented,weekly
48037,A,neutral,weekly
48038,B,efficiency-oriented,daily
48039,A,neutral,weekly
48040,B,comfort-oriented,daily
48041,A,efficiency-oriented,daily
48042,A,comfort-oriented,weekly
48043,B,comfort-oriented,weekly
48044,B,efficiency-oriented,daily
48045,B,comfort-oriented,daily
48046,A,comfort-oriented,weekly
48047,B,efficiency-oriented,rarely
48048,B,comfort-oriented,daily
48049,B,comfort-oriented,daily
48050,B,efficiency-oriented,daily
48051,B,comfort-oriented,daily
48052,A,efficiency-oriented,daily
48053,A,efficiency-oriented,weekly
48054,B,efficiency-oriented,daily
48055,B,comfort-oriented,daily
48056,A,neutral,daily
48057,A,efficiency-oriented,daily
48058,B,efficiency-oriented,rarely
48059,A,efficiency-oriented,daily
48060,A,efficiency-oriented,daily
48061,B,efficiency-oriented,daily
48062,A,efficiency-oriented,weekly
48063,A,efficiency-oriented,daily
48064,A,efficiency-oriented,weekly
48065,A,comfort-oriented,weekly
48066,A,comfort-oriented,rarely
48067,B,neutral,daily
48068,B,comfort-oriented,daily
48069,A,efficiency-oriented,rarely
48070,A,efficiency-oriented,daily
48071,B,comfort-oriented,weekly
48072,A,efficiency-oriented,weekly
48073,B,efficiency-oriented,daily
48074,A,efficiency-oriented,rarely
48075,B,efficiency-oriented,weekly
48076,B,efficiency-oriented,rarely
48077,B,comfort-oriented,daily
48078,A,efficiency-oriented,rarely
48079,B,neutral,weekly
48080,A,comfort-oriented,daily
48081,B,efficiency-oriented,daily
48082,A,efficiency-oriented,daily
48083,A,efficiency-oriented,weekly
48084,B,comfort-oriented,daily
48085,A,efficiency-oriented,daily
48086,A,efficiency-oriented,daily
48087,A,neutral,daily
48088,A,efficiency-oriented,daily
48089,B,neutral,daily
48090,A,efficiency-oriented,daily
48091,B,comfort-oriented,weekly
48092,B,comfort-oriented,weekly
48093,A,comfort-oriented,daily
48094,A,neutral,daily
48095,A,efficiency-oriented,rarely
48096,B,efficiency-oriented,daily
48097,B,comfort-oriented,daily
48098,A,efficiency-oriented,daily
48099,A,efficiency-oriented,daily
48100,B,efficiency-oriented,daily
48101,B,efficiency-oriented,weekly
48102,B,efficiency-oriented,weekly
48103,B,comfort-oriented,daily
48104,B,efficiency-oriented,daily
48105,B,comfort-oriented,daily
48106,B,efficiency-oriented,weekly
48107,B,comfort-oriented,weekly
48108,B,efficiency-oriented,daily
48109,A,comfort-oriented,daily
48110,A,comfort-oriented,daily
48111,B,efficiency-oriented,daily
48112,A,comfort-oriented,daily
48113,B,comfort-oriented,daily
48114,B,efficiency-oriented,daily
48115,A,efficiency-oriented,weekly
48116,A,efficiency-oriented,weekly
48117,A,efficiency-oriented,daily
48118,A,efficiency-oriented,daily
48119,B,efficiency-oriented,daily
48120,A,efficiency-oriented,weekly
48121,B,efficiency-oriented,daily
48122,A,comfort-oriented,weekly
48123,B,efficiency-oriented,weekly
48124,A,neutral,weekly
48125,B,efficiency-oriented,daily
48126,A,efficiency-oriented,daily
48127,A,efficiency-oriented,daily
48128,B,neutral,daily
48129,B,efficiency-oriented,daily
48130,A,comfort-oriented,daily
48131,A,efficiency-oriented,weekly
48132,B,efficiency-oriented,daily
48133,B,comfort-oriented,daily
48134,A,comfort-oriented,rarely
48135,A,efficiency-oriented,daily
48136,A,efficiency-oriented,weekly
48137,A,comfort-oriented,daily
48138,A,efficiency-oriented,weekly
48139,A,efficiency-oriented,daily
48140,A,comfort-oriented,daily
48141,A,efficiency-oriented,daily
48142,A,efficiency-oriented,daily
48143,A,efficiency-oriented,rarely
48144,A,efficiency-oriented,daily
48145,A,efficiency-oriented,daily
48146,A,efficiency-oriented,daily
48147,A,efficiency-oriented,daily
48148,B,efficiency-oriented,daily
48149,A,neutral,daily
48150,B,efficiency-oriented,weekly
48151,A,neutral,daily
48152,A,efficiency-oriented,rarely
48153,B,comfort-oriented,weekly
48154,A,efficiency-oriented,daily
48155,A,efficiency-oriented,daily
48156,A,comfort-oriented,weekly
48157,A,efficiency-oriented,daily
48158,A,comfort-oriented,weekly
48159,B,comfort-oriented,weekly
48160,A,efficiency-oriented,daily
48161,B,efficiency-oriented,daily
48162,A,efficiency-oriented,daily
48163,A,neutral,weekly
48164,B,comfort-oriented,daily
48165,A,efficiency-oriented,weekly
48166,B,efficiency-oriented,daily
48167,A,comfort-oriented,daily
48168,A,efficiency-oriented,daily
48169,A,neutral,daily
48170,A,efficiency-oriented,weekly
48171,B,efficiency-oriented,daily
48172,A,efficiency-oriented,daily
48173,A,neutral,daily
48174,A,efficiency-oriented,weekly
48175,A,efficiency-oriented,weekly
48176,B,comfort-oriented,rarely
48177,A,neutral,daily
48178,B,efficiency-oriented,weekly
48179,A,comfort-oriented,daily
48180,A,efficiency-oriented,weekly
48181,B,comfort-oriented,daily
48182,B,efficiency-oriented,daily
48183,B,efficiency-oriented,daily
48184,B,efficiency-oriented,weekly
48185,A,efficiency-oriented,daily
48186,A,efficiency-oriented,daily
48187,B,comfort-oriented,daily
48188,A,efficiency-oriented,daily
48189,B,efficiency-oriented,daily
48190,B,comfort-oriented,daily
48191,B,efficiency-oriented,daily
48192,B,comfort-oriented,weekly
48193,B,efficiency-oriented,daily
48194,A,comfort-oriented,weekly
48195,B,efficiency-oriented,rarely
48196,A,comfort-oriented,weekly
48197,B,comfort-oriented,weekly
48198,B,comfort-oriented,weekly
48199,B,efficiency-oriented,weekly
48200,B,efficiency-oriented,weekly
48201,B,comfort-oriented,rarely
48202,A,efficiency-oriented,daily
48203,B,comfort-oriented,daily
48204,A,efficiency-oriented,weekly
48205,B,comfort-oriented,daily
48206,A,efficiency-oriented,daily
48207,B,comfort-oriented,weekly
48208,A,efficiency-oriented,weekly
48209,B,comfort-oriented,daily
48210,A,efficiency-oriented,daily
48211,B,efficiency-oriented,daily
48212,A,comfort-oriented,rarely
48213,B,efficiency-oriented,daily
48214,A,neutral,weekly
48215,B,comfort-oriented,daily
48216,A,comfort-oriented,weekly
48217,A,comfort-oriented,rarely
48218,B,comfort-oriented,daily
48219,B,comfort-oriented,rarely
48220,B,efficiency-oriented,daily
48221,B,comfort-oriented,daily
48222,A,efficiency-oriented,daily
48223,A,efficiency-oriented,daily
48224,A,neutral,daily
48225,A,neutral,daily
48226,A,neutral,daily
48227,B,comfort-oriented,daily
48228,A,efficiency-oriented,daily
48229,A,efficiency-oriented,daily
48230,B,efficiency-oriented,daily
48231,A,efficiency-oriented,daily
48232,A,efficiency-oriented,daily
48233,A,comfort-oriented,daily
48234,B,efficiency-oriented,rarely
48235,A,efficiency-oriented,daily
48236,B,comfort-oriented,daily
48237,B,efficiency-oriented,rarely
48238,A,efficiency-oriented,weekly
48239,A,efficiency-oriented,daily
48240,B,comfort-oriented,daily
48241,B,efficiency-oriented,weekly
48242,A,efficiency-oriented,daily
48243,A,neutral,weekly
48244,A,efficiency-oriented,daily
48245,A,efficiency-oriented,daily
48246,B,efficiency-oriented,daily
48247,A,efficiency-oriented,daily
48248,A,efficiency-oriented,daily
48249,B,efficiency-oriented,daily
48250,A,efficiency-oriented,weekly
48251,B,efficiency-oriented,weekly
48252,B,comfort-oriented,daily
48253,A,neutral,daily
48254,A,comfort-oriented,weekly
48255,A,comfort-oriented,weekly
48256,B,efficiency-oriented,daily
48257,B,efficiency-oriented,daily
48258,A,comfort-oriented,daily
48259,B,comfort-oriented,weekly
48260,B,efficiency-oriented,daily
48261,A,comfort-oriented,daily
48262,A,efficiency-oriented,weekly
48263,B,efficiency-oriented,daily
48264,A,comfort-oriented,daily
48265,B,neutral,daily
48266,B,efficiency-oriented,daily
48267,A,neutral,daily
48268,B,neutral,daily
48269,A,efficiency-oriented,daily
48270,B,efficiency-oriented,daily
48271,A,efficiency-oriented,weekly
48272,B,efficiency-oriented,daily
48273,B,efficiency-oriented,daily
48274,A,comfort-oriented,daily
48275,A,neutral,daily
48276,B,efficiency-oriented,daily
48277,B,efficiency-oriented,daily
48278,A,efficiency-oriented,daily
48279,B,efficiency-oriented,daily
48280,B,efficiency-oriented,daily
48281,A,comfort-oriented,daily
48282,B,comfort-oriented,daily
48283,A,comfort-oriented,daily
48284,B,efficiency-oriented,rarely
48285,A,comfort-oriented,daily
48286,A,efficiency-oriented,daily
48287,A,neutral,rarely
48288,B,comfort-oriented,rarely
48289,A,comfort-oriented,daily
48290,A,efficiency-oriented,rarely
48291,A,comfort-oriented,daily
48292,A,efficiency-oriented,daily
48293,A,efficiency-oriented,daily
48294,B,efficiency-oriented,daily
48295,A,comfort-oriented,daily
48296,B,efficiency-oriented,daily
48297,A,comfort-oriented,weekly
48298,B,neutral,daily
48299,A,comfort-oriented,weekly
48300,B,comfort-oriented,daily
48301,A,efficiency-oriented,weekly
48302,A,efficiency-oriented,weekly
48303,A,comfort-oriented,rarely
48304,A,efficiency-oriented,daily
48305,A,efficiency-oriented,weekly
48306,B,comfort-oriented,daily
48307,B,comfort-oriented,daily
48308,A,comfort-oriented,weekly
48309,A,comfort-oriented,daily
48310,B,comfort-oriented,weekly
48311,B,comfort-oriented,daily
